vx_drone1,vy_drone1,time
0.939998,0.0750025,2
0.939998,0.0750025,2
0.939998,0.0750025,2
0.939998,0.0750025,2
0.939998,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0.669999,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
